PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1011.0,32,14.8,10.4,75,7.89,50,8,287.1,309.3,288.4
1010.0,41,14.6,10.2,75,7.79,47,9,286.9,308.9,288.3
1001.0,118,16.6,9.8,64,7.67,15,17,289.6,311.6,291.0
1000.0,127,16.8,9.8,63,7.66,15,17,289.9,311.9,291.3
998.0,144,17.2,10.2,63,7.88,21,16,290.5,313.1,291.9
989.0,222,17.6,9.3,58,7.49,50,10,291.6,313.3,293.0
984.0,265,17.8,8.8,56,7.27,52,9,292.3,313.4,293.6
952.0,546,15.9,7.4,57,6.83,65,1,293.1,313.0,294.3
925.0,791,14.2,6.2,59,6.47,85,6,293.8,312.8,295.0
850.0,1498,8.4,3.6,72,5.86,80,7,294.9,312.3,296.0
833.0,1664,7.1,3.2,76,5.83,90,10,295.2,312.5,296.3
822.0,1773,6.2,3.0,80,5.80,70,13,295.5,312.7,296.5
797.0,2026,4.2,2.4,88,5.75,75,22,295.9,313.0,297.0
792.0,2078,3.8,2.3,90,5.74,81,21,296.0,313.1,297.1
777.0,2233,3.3,1.0,85,5.31,100,19,297.1,313.0,298.1
765.0,2359,2.9,-0.1,80,4.98,90,27,298.0,313.1,298.9
755.0,2466,2.6,-1.0,77,4.72,85,24,298.8,313.1,299.6
750.0,2520,2.4,-1.5,75,4.59,86,24,299.2,313.1,300.0
734.0,2693,1.1,-2.4,78,4.40,90,22,299.6,313.0,300.4
700.0,3074,-1.7,-4.3,82,3.99,70,18,300.6,312.9,301.3
678.0,3325,-3.4,-5.7,85,3.72,60,13,301.4,312.9,302.1
663.0,3501,-4.6,-6.6,86,3.54,80,16,302.0,313.0,302.6
650.0,3656,-5.7,-7.4,88,3.38,70,14,302.5,313.1,303.1
640.0,3778,-6.5,-8.1,89,3.27,85,18,302.9,313.2,303.5
629.0,3914,-7.5,-8.8,90,3.14,70,16,303.3,313.2,303.9
616.0,4078,-8.6,-9.7,92,2.99,85,11,303.9,313.3,304.4
610.0,4155,-9.1,-10.1,92,2.92,76,12,304.1,313.4,304.6
599.0,4296,-10.0,-11.6,88,2.65,60,13,304.6,313.1,305.1
598.0,4309,-10.1,-11.7,88,2.62,61,13,304.7,313.1,305.2
582.0,4515,-11.2,-13.3,85,2.38,75,15,305.7,313.4,306.2
566.0,4727,-12.4,-14.9,82,2.14,40,19,306.8,313.8,307.2
507.0,5564,-16.9,-21.2,69,1.40,55,28,311.1,315.9,311.4
500.0,5670,-17.5,-22.0,68,1.32,55,26,311.6,316.2,311.9
488.0,5852,-18.0,-24.6,56,1.07,60,24,313.2,316.9,313.4
486.0,5883,-18.1,-25.1,54,1.03,59,24,313.4,317.1,313.6
436.0,6685,-24.2,-32.1,48,0.60,45,20,315.6,317.8,315.7
432.0,6754,-24.7,-32.7,47,0.57,48,20,315.8,317.9,315.9
422.0,6924,-25.9,-33.9,47,0.52,54,19,316.4,318.3,316.5
421.0,6941,-26.0,-34.0,47,0.51,55,19,316.4,318.3,316.5
400.0,7310,-29.1,-36.1,51,0.44,50,21,317.1,318.7,317.2
377.0,7718,-32.8,-39.4,52,0.34,45,24,317.6,318.9,317.7
345.0,8328,-38.2,-44.2,53,0.22,55,25,318.4,319.2,318.4
313.0,8998,-44.3,-49.6,55,0.13,30,21,318.9,319.5,319.0
302.0,9244,-46.5,-51.5,56,0.11,50,21,319.1,319.6,319.1
300.0,9290,-46.9,-51.9,56,0.11,50,21,319.1,319.6,319.2
291.0,9491,-48.9,-53.8,56,0.09,50,20,319.1,319.4,319.1
279.0,9766,-50.7,-57.7,43,0.06,50,20,320.4,320.6,320.4
272.0,9929,-52.1,-58.6,45,0.05,50,19,320.7,320.9,320.7
250.0,10470,-56.7,-61.5,54,0.04,45,21,321.6,321.8,321.6
237.0,10807,-59.9,-63.4,63,0.03,35,27,321.8,321.9,321.8
228.0,11048,-60.5,-65.2,54,0.03,55,30,324.4,324.6,324.4
219.0,11300,-61.1,-67.1,45,0.02,45,35,327.2,327.4,327.3
214.0,11444,-60.3,-66.3,45,0.02,40,39,330.7,330.8,330.7
207.0,11652,-59.1,-65.1,46,0.03,50,32,335.7,335.8,335.7
201.0,11838,-56.4,-71.8,13,0.01,40,16,342.9,342.9,342.9
200.0,11870,-55.9,-72.9,10,0.01,40,15,344.1,344.1,344.1
199.0,11902,-56.1,-73.5,10,0.01,30,14,344.3,344.3,344.3
196.0,11998,-56.6,-75.3,8,0.01,5,19,344.9,345.0,344.9
188.0,12261,-58.1,-80.2,4,0.00,355,21,346.6,346.7,346.6
186.0,12329,-58.5,-81.5,4,0.00,359,21,347.1,347.1,347.1
181.0,12501,-58.1,-81.9,3,0.00,10,21,350.4,350.4,350.4
172.0,12824,-57.4,-82.5,3,0.00,345,19,356.8,356.8,356.8
165.0,13086,-56.8,-83.1,2,0.00,5,17,362.0,362.1,362.0
161.0,13242,-56.4,-83.4,2,0.00,355,24,365.2,365.2,365.2
156.0,13441,-56.0,-83.8,2,0.00,10,19,369.2,369.3,369.2
155.0,13482,-55.9,-83.9,2,0.00,5,19,370.1,370.1,370.1
150.0,13690,-56.7,-84.7,2,0.00,340,20,372.2,372.2,372.2
137.0,14257,-58.5,-85.6,2,0.00,350,26,378.8,378.8,378.8
130.0,14585,-59.5,-86.1,2,0.00,355,17,382.6,382.6,382.6
127.0,14731,-60.0,-86.4,2,0.00,330,16,384.3,384.3,384.3
125.0,14831,-60.3,-86.5,2,0.00,335,14,385.5,385.5,385.5
122.0,14982,-60.8,-86.8,2,0.00,5,11,387.3,387.3,387.3
120.0,15086,-61.1,-86.9,2,0.00,355,9,388.5,388.6,388.5
117.0,15244,-61.6,-87.2,2,0.00,315,14,390.4,390.4,390.4
111.0,15574,-62.7,-87.7,2,0.00,330,17,394.4,394.4,394.4
104.0,15977,-61.6,-87.8,2,0.00,320,27,403.9,403.9,403.9
100.0,16220,-60.9,-87.9,2,0.00,325,14,409.8,409.8,409.8
97.0,16409,-61.0,-88.2,2,0.00,315,10,413.2,413.2,413.2
95.0,16538,-61.0,-88.3,2,0.00,290,11,415.6,415.6,415.6
88.0,17012,-61.3,-89.0,1,0.00,325,14,424.3,424.3,424.3
86.0,17155,-61.3,-89.2,1,0.00,290,8,427.0,427.0,427.0
84.0,17300,-61.4,-89.4,1,0.00,270,10,429.7,429.7,429.7
82.0,17450,-61.5,-89.6,1,0.00,285,14,432.6,432.6,432.6
77.0,17839,-61.6,-90.1,1,0.00,300,21,440.0,440.1,440.0
71.0,18342,-61.9,-90.8,1,0.00,335,15,449.9,449.9,449.9
70.0,18430,-61.9,-90.9,1,0.00,335,14,451.6,451.6,451.6
68.0,18608,-62.2,-91.0,1,0.00,310,14,454.8,454.8,454.8
64.0,18982,-62.8,-91.2,1,0.00,315,10,461.5,461.5,461.5
62.0,19177,-63.0,-91.3,1,0.00,335,10,465.0,465.0,465.0
59.1,19472,-63.5,-91.5,1,0.00,331,10,470.4,470.4,470.4
51.0,20378,-62.6,-90.6,1,0.00,320,10,492.7,492.7,492.7
50.0,20500,-62.5,-90.5,1,0.00,355,10,495.8,495.8,495.8
47.0,20882,-62.1,-90.6,1,0.00,0,0,505.6,505.7,505.7
