PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1005.0,10,19.0,11.0,60,8.26,230,10,291.7,315.5,293.2
1002.0,32,19.0,11.0,60,8.29,200,10,292.0,315.9,293.4
1000.0,46,19.0,11.0,60,8.30,205,13,292.1,316.1,293.6
988.0,150,18.0,9.0,56,7.34,209,16,292.2,313.4,293.4
950.0,483,15.0,7.8,62,7.04,220,24,292.4,312.9,293.7
925.0,709,13.0,7.0,67,6.84,220,31,292.6,312.5,293.8
875.0,1172,9.2,4.5,72,6.07,220,36,293.3,311.1,294.4
850.0,1413,7.2,3.2,76,5.70,225,35,293.7,310.4,294.7
841.0,1500,6.3,2.8,78,5.61,225,35,293.6,310.1,294.6
838.0,1530,6.0,2.7,79,5.58,224,34,293.6,310.0,294.6
785.0,2063,4.0,-2.8,61,3.99,210,24,296.9,309.1,297.7
781.0,2105,3.8,-3.2,60,3.88,213,24,297.2,309.0,297.9
772.0,2198,3.1,-3.6,61,3.81,220,25,297.5,309.1,298.2
752.0,2409,1.7,-4.6,63,3.64,200,21,298.2,309.3,298.8
734.0,2604,0.3,-5.5,65,3.48,220,20,298.8,309.5,299.4
708.0,2894,-1.7,-6.8,68,3.26,210,21,299.6,309.8,300.2
700.0,2985,-2.3,-7.2,69,3.20,220,18,299.9,309.9,300.5
695.0,3041,-2.8,-7.4,70,3.17,230,17,300.0,309.9,300.6
679.0,3225,-4.2,-8.0,75,3.10,230,11,300.4,310.0,300.9
670.0,3329,-5.1,-8.3,78,3.06,245,12,300.6,310.1,301.1
655.0,3507,-6.5,-8.9,83,2.99,225,16,300.9,310.2,301.4
635.0,3751,-8.5,-9.7,91,2.90,248,21,301.3,310.4,301.9
633.0,3776,-8.7,-9.9,91,2.86,250,21,301.4,310.4,301.9
590.0,4317,-12.9,-14.9,85,2.06,260,28,302.6,309.2,303.0
588.0,4344,-13.1,-15.1,85,2.02,257,28,302.7,309.2,303.0
576.0,4498,-14.2,-16.5,82,1.83,240,27,303.2,309.1,303.5
564.0,4656,-15.3,-18.0,80,1.66,255,27,303.7,309.1,304.0
541.0,4969,-17.5,-20.9,75,1.35,240,36,304.7,309.2,304.9
520.0,5266,-19.6,-23.6,71,1.10,230,33,305.6,309.3,305.8
500.0,5560,-21.7,-26.3,66,0.90,230,34,306.5,309.6,306.7
486.0,5768,-23.5,-24.7,90,1.07,231,33,306.8,310.4,307.0
471.0,5996,-24.5,-27.5,76,0.85,232,33,308.3,311.3,308.5
439.0,6503,-29.1,-32.7,71,0.56,235,31,308.8,310.8,308.9
437.0,6536,-29.7,-36.7,51,0.38,235,31,308.4,309.8,308.5
433.0,6601,-30.1,-36.7,53,0.38,235,31,308.7,310.1,308.8
417.0,6867,-31.7,-36.7,61,0.40,235,32,310.0,311.4,310.1
400.0,7160,-33.5,-39.5,55,0.31,235,34,311.4,312.5,311.4
392.0,7302,-34.1,-41.1,49,0.27,235,35,312.4,313.4,312.4
