PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1004.0,103,8.6,8.3,98,6.88,0,4,281.4,300.5,282.6
1000.0,137,8.2,7.2,93,6.41,325,5,281.4,299.1,282.4
931.0,724,4.9,4.7,99,5.79,135,10,283.8,300.1,284.8
925.0,777,4.6,4.5,99,5.74,130,11,284.0,300.2,285.0
898.0,1017,3.5,3.3,99,5.44,105,20,285.2,300.7,286.2
856.0,1406,1.6,1.4,99,4.97,105,30,287.2,301.6,288.1
850.0,1463,1.4,1.2,99,4.93,105,31,287.6,301.8,288.5
829.0,1664,0.9,0.7,99,4.89,110,36,289.1,303.4,290.0
799.0,1961,0.2,0.0,99,4.81,128,30,291.4,305.6,292.3
787.0,2081,-0.7,-1.0,98,4.55,135,27,291.8,305.2,292.6
700.0,3009,-7.3,-8.4,92,2.91,145,28,294.4,303.3,294.9
693.0,3087,-7.8,-8.8,93,2.84,150,25,294.6,303.3,295.1
682.0,3212,-8.7,-9.5,94,2.74,150,26,295.0,303.4,295.5
677.0,3269,-9.3,-18.3,48,1.34,149,26,295.0,299.3,295.2
674.0,3303,-9.3,-24.3,28,0.80,149,26,295.3,298.0,295.5
641.0,3692,-9.9,-31.9,15,0.41,148,28,298.9,300.4,299.0
574.0,4532,-16.6,-34.2,20,0.37,145,33,300.6,301.9,300.7
566.0,4639,-17.5,-34.5,21,0.36,147,35,300.8,302.1,300.9
514.0,5357,-21.3,-35.3,27,0.37,161,46,304.6,305.9,304.7
500.0,5560,-23.3,-36.3,29,0.35,165,49,304.6,305.8,304.6
455.0,6234,-28.9,-41.9,27,0.21,175,57,305.9,306.7,305.9
411.0,6961,-34.9,-47.9,25,0.12,163,59,307.2,307.6,307.2
400.0,7150,-36.5,-45.5,39,0.16,160,59,307.5,308.1,307.5
379.0,7519,-39.5,-46.0,50,0.16,155,61,308.3,308.9,308.3
367.0,7739,-41.3,-46.3,58,0.16,156,64,308.7,309.4,308.8
352.0,8022,-42.1,-47.1,58,0.16,158,68,311.4,312.0,311.4
300.0,9080,-50.9,-56.9,49,0.06,165,84,313.5,313.7,313.5
287.0,9365,-53.2,-58.6,52,0.05,165,84,314.2,314.4,314.2
279.0,9548,-54.7,-59.7,54,0.04,165,82,314.6,314.8,314.6
269.0,9783,-50.1,-69.1,9,0.01,168,73,324.6,324.6,324.6
250.0,10260,-51.1,-74.1,5,0.01,175,55,330.0,330.0,330.0
236.0,10635,-52.2,-76.4,4,0.01,170,42,333.7,333.7,333.7
226.0,10917,-53.1,-78.1,3,0.00,164,44,336.6,336.6,336.6
220.0,11092,-52.0,-78.0,3,0.00,160,45,340.8,340.9,340.8
215.0,11242,-51.1,-77.9,3,0.00,150,40,344.5,344.5,344.5
214.0,11272,-50.9,-77.9,3,0.00,151,38,345.3,345.3,345.3
210.0,11397,-47.1,-76.1,2,0.01,157,31,353.1,353.1,353.1
200.0,11720,-49.1,-79.1,2,0.00,170,12,354.9,354.9,354.9
199.0,11753,-49.3,-79.2,2,0.00,170,12,355.1,355.1,355.1
197.0,11818,-49.6,-79.3,2,0.00,160,10,355.6,355.6,355.6
191.0,12020,-50.7,-79.8,2,0.00,105,14,357.0,357.1,357.0
187.0,12158,-51.4,-80.1,2,0.00,100,18,358.0,358.1,358.0
183.0,12298,-52.1,-80.5,2,0.00,125,20,359.1,359.1,359.1
180.0,12406,-52.7,-80.7,2,0.00,130,24,359.8,359.8,359.8
178.0,12478,-52.8,-80.8,2,0.00,130,28,360.9,360.9,360.9
