PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
408.0,7087,-31.1,-35.3,67,0.47,180,24,312.7,314.4,312.8
400.0,7230,-32.3,-36.7,65,0.41,175,25,312.9,314.4,313.0
384.0,7516,-34.7,-39.7,60,0.32,173,28,313.4,314.6,313.5
365.0,7858,-37.8,-42.6,61,0.25,170,31,313.9,314.9,314.0
300.0,9180,-49.7,-53.7,63,0.09,170,36,315.2,315.5,315.2
298.0,9224,-50.3,-54.7,60,0.08,171,36,314.9,315.3,315.0
272.0,9811,-54.9,-59.0,60,0.05,185,41,316.6,316.8,316.6
270.0,9859,-55.3,-59.4,60,0.05,185,41,316.7,316.9,316.7
262.0,10050,-54.1,-60.1,48,0.04,205,36,321.2,321.4,321.2
250.0,10350,-54.7,-67.7,19,0.02,195,37,324.6,324.7,324.6
243.0,10533,-54.1,-71.1,11,0.01,197,37,328.2,328.2,328.2
226.0,10997,-56.1,-72.1,12,0.01,200,39,332.0,332.0,332.0
208.0,11529,-55.0,-76.5,5,0.01,205,40,341.6,341.7,341.6
200.0,11780,-54.5,-78.5,4,0.00,210,37,346.3,346.3,346.3
192.0,12042,-54.4,-79.6,3,0.00,215,29,350.5,350.5,350.5
190.0,12109,-54.4,-79.8,3,0.00,210,27,351.5,351.6,351.5
186.0,12245,-54.4,-80.4,3,0.00,195,29,353.7,353.7,353.7
175.0,12635,-54.3,-82.0,2,0.00,215,37,360.1,360.1,360.1
173.0,12709,-54.3,-82.3,2,0.00,216,36,361.3,361.3,361.3
168.0,12896,-54.6,-83.0,2,0.00,220,34,363.8,363.8,363.8
158.0,13288,-55.3,-84.6,1,0.00,205,23,369.0,369.1,369.0
150.0,13620,-55.9,-85.9,1,0.00,225,22,373.6,373.6,373.6
149.0,13662,-56.0,-86.0,1,0.00,225,21,374.1,374.1,374.1
145.0,13833,-56.3,-86.2,1,0.00,210,25,376.5,376.5,376.5
136.0,14237,-57.0,-86.8,1,0.00,205,33,382.2,382.2,382.2
125.0,14767,-58.0,-87.5,1,0.00,235,25,389.8,389.8,389.8
123.0,14869,-58.2,-87.7,1,0.00,230,20,391.2,391.2,391.2
116.0,15237,-58.8,-88.2,1,0.00,235,25,396.6,396.6,396.6
111.0,15515,-59.3,-88.5,1,0.00,220,26,400.7,400.7,400.7
108.0,15687,-59.6,-88.8,1,0.00,230,28,403.2,403.2,403.2
102.0,16047,-60.3,-89.3,1,0.00,260,18,408.6,408.6,408.6
100.0,16170,-60.1,-89.1,1,0.00,270,14,411.3,411.3,411.3
98.0,16295,-60.5,-89.4,1,0.00,290,11,412.9,412.9,412.9
95.0,16488,-61.2,-89.9,1,0.00,260,10,415.3,415.3,415.3
88.0,16963,-62.8,-91.0,1,0.00,275,10,421.3,421.3,421.3
85.0,17178,-63.5,-91.5,1,0.00,265,7,424.1,424.1,424.1
84.1,17244,-63.7,-91.7,1,0.00,247,8,424.9,424.9,424.9
83.0,17325,-63.6,-91.7,1,0.00,225,10,426.8,426.8,426.8
81.0,17476,-63.3,-91.6,1,0.00,240,12,430.3,430.3,430.3
80.0,17552,-63.2,-91.5,1,0.00,210,12,432.1,432.1,432.1
78.0,17709,-62.9,-91.5,1,0.00,205,18,435.8,435.8,435.8
76.0,17869,-62.6,-91.4,1,0.00,240,23,439.6,439.6,439.6
74.0,18033,-62.4,-91.3,1,0.00,245,20,443.5,443.5,443.5
73.5,18075,-62.3,-91.3,1,0.00,238,19,444.5,444.5,444.5
72.0,18204,-60.5,-90.6,1,0.00,215,17,450.9,450.9,450.9
71.0,18291,-59.3,-90.2,1,0.00,250,10,455.2,455.2,455.2
70.8,18309,-59.1,-90.1,1,0.00,256,9,456.1,456.1,456.1
70.0,18380,-59.3,-90.3,1,0.00,280,4,457.2,457.2,457.2
62.3,19105,-62.9,-91.9,1,0.00,210,2,464.7,464.7,464.7
58.9,19451,-63.5,-92.5,1,0.00,214,4,470.9,470.9,470.9
51.0,20338,-63.3,-92.3,1,0.00,225,10,491.1,491.1,491.1
50.0,20460,-63.3,-92.3,1,0.00,245,11,493.9,493.9,493.9
49.0,20585,-63.0,-92.2,1,0.00,275,11,497.4,497.4,497.4
43.0,21390,-61.2,-91.7,1,0.00,290,10,520.7,520.7,520.7
40.7,21729,-60.5,-91.5,1,0.00,329,4,530.8,530.8,530.8
39.0,21992,-61.3,-91.8,1,0.00,0,0,535.2,535.2,535.2
34.9,22676,-63.5,-92.5,1,0.00,321,5,546.8,546.8,546.8
31.0,23408,-60.7,-91.2,1,0.00,280,10,573.2,573.3,573.2
30.0,23610,-59.9,-90.9,1,0.00,320,12,580.8,580.8,580.8
29.1,23800,-59.3,-90.3,1,0.00,262,15,587.5,587.5,587.5
29.0,23822,-59.4,-90.3,1,0.00,255,15,587.9,587.9,587.9
28.0,24041,-60.1,-90.2,1,0.00,240,19,591.6,591.7,591.6
27.0,24267,-60.9,-90.1,1,0.00,260,21,595.6,595.6,595.6
26.8,24314,-61.1,-90.1,1,0.00,259,21,596.4,596.5,596.4
26.0,24503,-60.8,-90.1,1,0.00,255,23,602.6,602.6,602.6
25.0,24747,-60.3,-90.0,1,0.00,250,10,610.6,610.7,610.6
23.0,25267,-59.4,-89.9,1,0.01,260,30,628.2,628.2,628.2
22.1,25516,-58.9,-89.9,1,0.01,278,31,636.7,636.8,636.7
22.0,25545,-59.0,-89.9,1,0.01,280,31,637.3,637.4,637.3
21.0,25835,-59.8,-90.2,1,0.01,290,17,643.3,643.4,643.3
20.2,26078,-60.5,-90.5,1,0.01,258,13,648.4,648.5,648.4
20.0,26140,-60.1,-90.1,1,0.01,250,12,651.5,651.5,651.5
19.0,26466,-59.5,-89.8,1,0.01,260,33,662.8,662.9,662.8
18.0,26809,-59.0,-89.4,1,0.01,270,24,674.9,675.0,674.9
17.0,27172,-58.4,-89.1,1,0.01,265,40,688.0,688.1,688.0
16.0,27556,-57.7,-88.7,1,0.01,275,31,702.1,702.2,702.1
15.0,27966,-57.0,-88.3,1,0.01,250,28,717.5,717.6,717.5
14.0,28404,-56.3,-87.8,1,0.01,265,29,734.3,734.4,734.3
13.0,28875,-55.5,-87.4,1,0.01,250,36,752.7,752.9,752.7
11.0,29935,-53.7,-86.3,1,0.02,250,46,796.0,796.2,796.0
10.0,30540,-52.7,-85.7,1,0.03,265,68,821.8,822.1,821.8
9.0,31223,-51.2,-85.0,1,0.03,260,72,852.6,853.0,852.6
8.8,31368,-50.9,-84.9,1,0.03,259,74,859.3,859.7,859.3
8.4,31671,-51.5,-84.5,1,0.04,257,78,868.4,868.9,868.4
8.0,31989,-51.2,-84.2,1,0.04,255,82,881.7,882.2,881.7
7.0,32861,-50.5,-83.5,1,0.05,265,102,919.0,919.8,919.1
6.0,33868,-49.6,-82.6,1,0.07,265,92,964.1,965.2,964.2
5.0,35059,-48.6,-81.6,1,0.10,265,105,1020.3,1021.9,1020.4
