PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
989.0,103,12.8,9.0,78,7.33,100,2,286.9,307.6,288.1
988.0,111,11.4,7.6,77,6.67,100,2,285.5,304.4,286.7
925.0,658,7.6,3.7,76,5.42,80,7,287.1,302.6,288.0
895.0,929,5.3,2.8,84,5.25,80,10,287.4,302.5,288.3
886.0,1012,4.6,2.5,86,5.20,98,10,287.5,302.5,288.4
875.0,1113,4.1,1.9,86,5.05,120,11,288.0,302.6,288.9
850.0,1349,2.8,0.6,85,4.72,155,6,289.1,302.8,289.9
822.0,1615,1.1,-1.1,85,4.32,140,10,290.1,302.8,290.8
815.0,1683,0.7,-1.5,85,4.22,130,10,290.3,302.8,291.1
757.0,2270,-3.0,-5.2,85,3.45,170,11,292.5,302.9,293.1
745.0,2398,-3.8,-6.0,85,3.30,195,13,293.0,302.9,293.6
729.0,2570,-4.9,-7.1,85,3.10,185,14,293.6,303.0,294.2
716.0,2713,-5.8,-8.0,84,2.94,200,11,294.2,303.1,294.7
700.0,2893,-6.9,-9.1,84,2.76,190,12,294.8,303.3,295.3
683.0,3083,-8.3,-10.2,86,2.59,185,16,295.3,303.3,295.8
621.0,3818,-13.9,-14.5,95,2.01,205,24,297.1,303.4,297.4
607.0,3991,-14.3,-18.8,69,1.44,209,26,298.5,303.2,298.8
604.0,4029,-14.3,-24.3,42,0.89,210,26,299.0,301.9,299.1
603.0,4042,-14.5,-26.5,35,0.73,211,26,298.9,301.3,299.0
596.0,4130,-13.3,-45.3,5,0.11,213,27,301.3,301.7,301.3
590.0,4206,-14.0,-45.8,5,0.11,215,28,301.4,301.8,301.4
500.0,5440,-24.9,-53.9,5,0.05,220,24,302.6,302.8,302.6
495.0,5512,-25.4,-52.5,6,0.06,220,24,302.9,303.1,302.9
467.0,5932,-28.3,-44.3,20,0.16,211,26,304.4,305.0,304.4
447.0,6243,-30.9,-51.4,12,0.08,205,27,304.9,305.2,304.9
432.0,6485,-32.9,-56.9,7,0.04,207,29,305.4,305.5,305.4
400.0,7020,-38.1,-57.1,12,0.04,210,32,305.4,305.6,305.4
385.0,7281,-40.5,-58.5,13,0.04,216,31,305.6,305.7,305.6
366.0,7616,-43.1,-60.9,12,0.03,225,30,306.5,306.6,306.5
339.0,8124,-47.2,-64.6,12,0.02,205,31,307.8,307.9,307.8
305.0,8824,-52.7,-69.7,11,0.01,205,34,309.5,309.5,309.5
300.0,8930,-53.3,-70.3,11,0.01,205,35,310.1,310.2,310.1
274.0,9510,-56.7,-72.7,12,0.01,195,45,313.3,313.4,313.3
263.0,9773,-53.8,-75.2,6,0.01,210,47,321.3,321.3,321.3
254.0,9997,-51.3,-77.3,3,0.00,213,38,328.2,328.2,328.2
250.0,10100,-51.9,-79.9,2,0.00,215,34,328.8,328.8,328.8
239.0,10390,-52.8,-81.7,2,0.00,235,27,331.6,331.6,331.6
227.0,10723,-53.9,-83.8,1,0.00,220,21,334.9,334.9,334.9
225.0,10780,-54.1,-84.1,1,0.00,217,22,335.4,335.5,335.5
213.0,11134,-53.2,-84.6,1,0.00,195,31,342.2,342.2,342.2
208.0,11287,-52.8,-84.8,1,0.00,210,37,345.2,345.2,345.2
202.0,11476,-52.3,-85.0,1,0.00,225,34,348.8,348.9,348.8
200.0,11540,-52.1,-85.1,1,0.00,225,30,350.1,350.1,350.1
192.0,11804,-51.9,-84.9,1,0.00,215,24,354.5,354.5,354.5
184.0,12080,-51.8,-84.8,1,0.00,240,25,359.1,359.1,359.1
180.0,12222,-51.7,-84.7,1,0.00,235,22,361.5,361.5,361.5
173.0,12479,-51.5,-84.5,1,0.00,205,27,365.9,365.9,365.9
165.0,12785,-51.3,-84.3,1,0.00,210,35,371.2,371.2,371.2
164.0,12825,-51.3,-84.3,1,0.00,211,33,371.9,371.9,371.9
157.0,13106,-52.5,-85.5,1,0.00,220,19,374.5,374.6,374.5
150.0,13400,-53.7,-86.7,1,0.00,225,32,377.3,377.4,377.3
147.0,13530,-54.5,-87.5,1,0.00,225,37,378.1,378.1,378.1
136.0,14027,-54.9,-87.6,1,0.00,240,21,386.0,386.0,386.0
128.0,14414,-55.1,-87.7,1,0.00,225,32,392.2,392.3,392.2
118.0,14934,-55.5,-87.9,1,0.00,230,23,400.8,400.8,400.8
115.0,15098,-55.6,-87.9,1,0.00,220,29,403.5,403.5,403.5
109.0,15440,-55.9,-88.0,1,0.00,240,35,409.3,409.3,409.3
108.0,15499,-55.9,-88.0,1,0.00,245,34,410.3,410.3,410.3
104.0,15740,-56.1,-88.1,1,0.00,247,31,414.4,414.4,414.4
100.0,15990,-55.9,-87.9,1,0.00,250,27,419.4,419.5,419.4
89.0,16732,-56.2,-88.2,1,0.00,260,18,433.0,433.0,433.0
87.0,16876,-56.3,-88.3,1,0.00,240,10,435.7,435.7,435.7
85.0,17024,-56.4,-88.4,1,0.00,215,15,438.5,438.5,438.5
81.0,17331,-56.5,-88.5,1,0.00,215,24,444.3,444.3,444.3
74.0,17906,-56.7,-88.7,1,0.00,185,29,455.4,455.4,455.4
70.0,18260,-56.9,-88.9,1,0.00,210,31,462.3,462.3,462.3
68.0,18443,-57.2,-89.1,1,0.00,210,36,465.6,465.6,465.6
63.0,18924,-57.9,-89.5,1,0.00,240,28,474.3,474.3,474.3
57.0,19555,-58.8,-90.2,1,0.00,225,34,486.0,486.0,486.0
53.0,20013,-59.5,-90.6,1,0.00,235,24,494.6,494.6,494.6
50.5,20318,-59.9,-90.9,1,0.00,218,26,500.5,500.5,500.5
50.0,20380,-59.5,-90.5,1,0.00,215,26,502.8,502.9,502.8
48.0,20636,-57.8,-89.4,1,0.00,240,24,512.9,512.9,512.9
46.8,20795,-56.7,-88.7,1,0.00,236,24,519.1,519.2,519.1
42.0,21478,-56.8,-88.8,1,0.00,220,25,535.2,535.2,535.2
39.0,21946,-56.9,-88.9,1,0.00,220,10,546.5,546.5,546.5
38.0,22110,-56.9,-88.9,1,0.00,250,15,550.5,550.5,550.5
37.8,22144,-56.9,-88.9,1,0.00,247,16,551.3,551.3,551.3
35.0,22623,-59.4,-90.5,1,0.00,210,26,557.2,557.2,557.2
32.0,23180,-62.2,-92.4,1,0.00,240,22,564.0,564.0,564.0
31.3,23318,-62.9,-92.9,1,0.00,240,21,565.7,565.7,565.7
30.0,23580,-59.9,-90.9,1,0.00,230,29,580.8,580.8,580.8
29.0,23795,-58.2,-89.8,1,0.00,240,36,591.0,591.0,591.0
27.0,24248,-54.8,-87.3,1,0.01,255,23,612.9,613.0,612.9
26.2,24439,-53.3,-86.3,1,0.01,257,22,622.4,622.4,622.4
25.0,24738,-54.1,-86.9,1,0.01,260,20,628.5,628.5,628.5
24.0,24998,-54.8,-87.5,1,0.01,245,15,633.8,633.9,633.8
23.0,25269,-55.5,-88.0,1,0.01,255,25,639.4,639.5,639.4
22.0,25553,-56.3,-88.6,1,0.01,230,21,645.4,645.4,645.4
20.0,26160,-57.9,-89.9,1,0.01,240,26,658.2,658.3,658.2
19.0,26483,-58.2,-89.8,1,0.01,235,29,666.9,667.0,666.9
18.0,26823,-58.6,-89.7,1,0.01,265,25,676.1,676.2,676.1
17.7,26928,-58.7,-89.7,1,0.01,264,26,679.1,679.1,679.1
16.4,27410,-56.3,-88.3,1,0.01,257,33,701.8,701.9,701.8
16.0,27566,-56.4,-88.4,1,0.01,255,35,706.3,706.5,706.3
15.0,27975,-56.8,-88.8,1,0.01,245,29,718.4,718.5,718.4
14.0,28412,-57.1,-89.1,1,0.01,240,48,731.5,731.6,731.5
